	funny	useful	review_id	text	business_id	ID_bus	stars	date	user_id	cool	total_sentiment	italian_sentiscore	italian_total_business_score
1307	0	0	7JtHAvW2W7OTLlV0NnJDkg	first time obsessed definetely worth ride live west valley ordered centurion pizza purista sandwich eggplant parmigiana sandwich looooved foccacia bread delicious pizza crust sauce definetely best italian deli have been will recommend friends family very casual order register they call your number take your food your table waited around minutes pizza sandwiches that made very happy were starving very very family oriented loved that wont disappointed great food friendly staff	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	41805.877071759256	wMLZqo--O6-Zb5pZ19KNFw	0	Sentiment(polarity=0.28009740259740257, subjectivity=0.6016666666666666)	0.011111111111111112	0.14444444444444443
4920	0	0	J1Yp0a5zkp7ZnBADBjqoVg	just tried defalcos tonight after featured weekly yelp newsletter cheesesteaks margherita pizza dinner salad enjoyed italian dressing spices just vinegar expected special homemade type dressing since this italian deli both husband cheesesteak they loved roll great that very important whole package meaty well husband liked fact that cheese mixed melted into steak bottom roll laying didnt like fact that they didnt have teenager wellif have teenager know where coming from even though liked like philadelphia sandwich company better will hard right defalcos another quick thing mention taking orders rude attitude doing favor standing here taking your order dont know hung over having first impression	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	40749.167974537035	Fx471oyzcBl2Hu6IIIhJog	0	Sentiment(polarity=0.2752513227513227, subjectivity=0.5267857142857143)	0.0	0.14444444444444443
1150	1	0	KNOoC90ZUgBW1A3G5CMeRw	youre craving some good italian deli food this best around extensive menu from pizzas deli sandwiches also italian groceries where pick some great quality meats always order their sandwiches like meatball philly cheese steak portions price just right about only knock have wait time long cant afford long lunch work	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	41063.97350694444	bdXsGvf3k-GFGETQSa68ng	0	Sentiment(polarity=0.26857142857142857, subjectivity=0.4319047619047619)	0.0	0.14444444444444443
4272	0	0	s5xlkZq70yuRbMHEgEFl8Q	strange place wouldnt necessarily know good sandwiches bread little harder made fresh house worker pizza great shared slice because couldnt finish other workers also sandwiches they thought theirs were great also fresh meats italian goods there great even just planning authentic italian meal home	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	42231.055972222224	pEqVPB_xtb6ymCNbgnqmaA	0	Sentiment(polarity=0.2669642857142857, subjectivity=0.4732142857142857)	0.011111111111111112	0.14444444444444443
893	0	0	4m0DHamo6wCa-7MCtlMgng	best cheese steak arizona best meatball subs west from jersey have eaten down east coast this place real jewel only authentic italian deli have found here arizona cheesesteak italian baguette crispy outside soft inside pasta deli cant wrong here important understand that everything home made takes time more than think approx minutes most orders call your order ahead time then will love coming here often they sell limited quantities pizza dough daily make home amazing cheap	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	40510.84605324074	hZFzo6HD06gtj4J7O2ki_Q	0	Sentiment(polarity=0.2617376775271512, subjectivity=0.45167084377610695)	0.0	0.14444444444444443
1625	0	0	qgT2uMQi2bYyAfmPwEF7rg	visiting business close spotted pizza stopped like italian bistro decor also like lunch specials they have pizza slice good side salad basic side salad usually wings were good waitresssuper friendly	7eQoxWr9RzyCB9IFvqHUPA	7eQoxWr9RzyCB9IFvqHUPA	5	42823.86540509259	WsAejVneMXU-_yp_W0b_2A	0	Sentiment(polarity=0.25416666666666665, subjectivity=0.3458333333333334)	0.011111111111111112	0.05555555555555555
6733	0	0	XX-q4Sy3r11TpKciLqsE4A	died parts ordered made hotel rounds them days those hotels downtown terrible only bright spot that night dinners delivered room from pizza metro victor owner delivered them himself eggplant parma linguini carbonara were perfect will never stay that hotel again will definitely having more meals this restaurant great italian food from italiano phyle	VRC7J-ahI4em9ddhihxq5w	VRC7J-ahI4em9ddhihxq5w	5	40756.847395833334	cAIbx77Z0lNSy4mSZbeH_g	0	Sentiment(polarity=0.25, subjectivity=0.69375)	0.011111111111111112	0.05555555555555555
3099	11	12	H6tkgQZfydO9jTFB0Xk-ZQ	dreading long week need quick before weekend hits head down over this behemoth upscale delight that serves tasty mediterranean menu that will keep your wallet plastic cards happy savvy with concept brand then know exactly what talking about another masterpiece done creators true food kitchen modern steak happy hour lounge main patio mist roll with clan grab lounge seating which located area especially summer main swanky spacious once fall hits patio might most ideal enjoy some nice weather lets talk food drinks real reason even bother right sangria white lychee blood orange peach blackberry rasberry strawberry tempranillo decided this favorite small sampling before both sweet just right unfortunately hard fruits them still satisfying flatbreads theres choose from personally enjoyed prosciutto crudo crispy potato asparagus fried piccante italian sausage spicy salami love pizzas spread over like jelly toast bacon wrapped dates italian sausage piquillo pepper sweet savory wasnt crispy still pleasing know some group ordered some bruschetta cant comment much what could about service attentive friendly candy just saying from host bartenders servers were wowd ultra posh dining area bathroom will might most stylized toilette ever tainted lets just bathroom stalls have wooden doors http wwwyelpcom photos wukzas mwselect ifevxeyxojjt with little room complain olive sounds like winner winner chicken dinner help through your slacker ways week	wUKzaS1MHg94RGM6z8u9mw	wUKzaS1MHg94RGM6z8u9mw	4	40799.790925925925	8DGFWco9VeBAxjqsuh1aSw	14	Sentiment(polarity=0.2466214726631393, subjectivity=0.5421847442680776)	0.0	0.0
9382	4	3	iOb0F9DSdidXGv01WrUB9w	getting hype problem that with everything good came something menu huge selection basic italian food pizza definitely highlight problem that huge including goofy oversized menu that partner head across table pricing pretty good some things were high some were have pretty darn good portions portions garlic cheese bread awesome huge almost huge though appetizer point where filled much could barely finish pizza pizza well hugeee chicago style appetizers getting chicago style because will finish even come close happy with pizza next week other hand also zany zitti which well pathetic small unsatisfying served bread bowl mean cmon many carbs person have flavors were boring well something would ever recommend being made better home from flavors special surprising opinion therefore interesting wanted back good pizza with definitely place drag friends good thursday night	_ZwDLtBopUHb6F2mIPFUJg	_ZwDLtBopUHb6F2mIPFUJg	2	39933.36142361111	r7XYI0fArgMPVqpv_3TMUw	2	Sentiment(polarity=0.24227551020408167, subjectivity=0.5877074829931974)	0.0	0.022222222222222223
2456	0	1	vRiPA0efB9EQzvt1oscR5Q	wanted really love this place would have overall meal good service cannoli were outstanding started with calamari huge pizza half meatball half cheese they were both good sauce favorite thick sweet sweet taste dough awesome thin crispy just like back east meatballs were solid will back some sauce based pizza pasta dishes prices fair staff awesome blows away chain owned local will back sure there other places around here would like before settle local pizza italian spot	EgwGTDZ705TwudPJwAY0yQ	EgwGTDZ705TwudPJwAY0yQ	3	41230.11686342592	3xs7B-XSVDiCz0dJ01NLZQ	0	Sentiment(polarity=0.24166666666666667, subjectivity=0.4718888888888889)	0.0	0.03333333333333333
1791	0	2	EuEg5Fr43a124uXEhD9TFQ	grazie right down street from hotel when phoenix social media conference told hotel staff that this restaurant place italian ventured down main street found this little rustic like restaurant walked french doors were opened warm flowing myself ordered glass three pinot gris enjoyed myself while watching european soccer heaven ordered salad start well pair with pizza that ordered salad little bigger then needed anyways salad topped with artichoke hearts tomatoes onions nice light balsamic vinaigrette ordered individual pizza with garlic tomatoes spinach perfect size crust perfect amount cheese other toppings worked incredibly well together satisfied little tipsy walked with full full belly	jG1jcAeDw0pZTHCNC5kw_w	jG1jcAeDw0pZTHCNC5kw_w	4	40115.693877314814	nlsxDX6nKcVDGWzVxdsWiQ	2	Sentiment(polarity=0.23696263227513226, subjectivity=0.5120205026455028)	0.0	0.08888888888888889
9595	9	12	BzRfVn2jgvoBWz3LwX-S9A	love reading about yelp friends vacation finds always bookmark them because although never know when that part country know those bookmarks will eventually become tourist destinations yelp knows comfort foods when raves about pizza york cheesesteak philly phoenix there wait phoenix that cant right this aint chicago york teds buffalo blooming right here middle desert transplanted from original wintery environment sometimes when food tourist over order different things your waistline youre vacation least thats what tell myself absolutely judgement from teds when ordered regular jumbo beef italian sausage bratwurst chased down with some onion rings loganberry milkshake what makes teds good charcoal came they were adding bunch charcoal grill gives nice smokey flavor good snap each dogs sausages were excellent tough choose which best actually think preferred basic because soft grind wiener offset with crunchy slightly charred casing texture heaven sure this dressed classic chicago style chopped onions relish tomato pickle yellow mustard dressed beef with kraut chopped onions excellent although little firmer texture most beef dogs they have polish bratwurst italian white under their sausage menu read couple slightly negative reviews white while sounded very interesting room down this visit italian bratwurst them dressed same with grilled onions peppers opted sauce side sauce pairs perfectly with italian sausage this nice spicy italian adding sauce seemed just reinforce that same flavor rather than cover teds interesting home made sauce made salsa condiments this what would relish onions ketchup vinegar base bratwurst went straight with some brown deli mustard awesome next visit trying chili cheese sure onion rings taste like onion loaf super peppery they have great batter here like that still taste onion there isnt much batter loganberry shake must order perfect sweet creamy drink offset spicy italian sausage from what understand loganberry western flavor because dont around these here parts much like blackberry have idea loganberry flavored cream vanilla cream with loganberry syrup whatever order will happy cant wait until next time phoenix buffalo charcoal grilled teds http wwwyelpcom photos teds dogs tempeselect htwxebtjrmwgh g#oclob pzuunccib	tWiFat101ID5w_wgAPMXhA	tWiFat101ID5w_wgAPMXhA	5	41675.041180555556	Bt6gmjnWHPERhiOTQOhuEA	10	Sentiment(polarity=0.2367063492063492, subjectivity=0.4414428164428164)	0.0	0.0
377	1	2	xfp6ANlBXkhC9N74kTd34g	quite possibly best italian sandwich have ever great service location best owner here also owns north same little shopping center there enjoyed stumpys pizza past never opportunity drop very glad like italian cold this	pCWg4B0R5gauQR4SJ9VDmw	pCWg4B0R5gauQR4SJ9VDmw	4	42386.7146875	o1hdVCYTWCTHEQZbmVT8Jw	1	Sentiment(polarity=0.23437499999999997, subjectivity=0.41875)	0.011111111111111112	0.05555555555555555
1576	5	7	SNHnu3XZu-8PhlhF-ktfqQ	lunch meeting today decided deli question italian kosher deli hadnt been falcos over year seemed good revisit have sandwich patio before italian beef with peppers onions only comment that wish they would dunk entire sandwich think messy have good timein fact required thats really complaint mind just comment falcos gives plenty love form nice sandwich with great ingredients great fresh bread choices crunchy italian roll best sandwich like this lunch companion chicken parm never been falcos really italian deli sort really pleased with selection well fact were leaving pizzas said going give them pizza this weekend really impressed only other italian deli sandwich shop phoenix that tried lukes chicago know really same some sandwiches similar italian beef italian beef think falcos substantially better their broad selection sandwiches meals other take really gives them service courteous prompt everything shows table time great place lunch take italian	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	39896.82677083334	SrF972IxsELYQ3eaWB5X4A	7	Sentiment(polarity=0.2337121212121212, subjectivity=0.4640151515151515)	0.0	0.14444444444444443
5516	0	1	_zyCto1uPB9S4XCQ32QBjA	there around friday place wasnt busy clean basic italian pizza joint with reds primary color schemesit nice service quick adequate ordered standard cheese combocheeae sauteed onions with fries sandwich good plenty beef fries were just okay because these were lightly flowered battered fries isnt really thing they hold thier crispness better standard foot long pretty fact only half will have something look forward this back probably running	Hpi9raHlFm6prTSzFHTurg	Hpi9raHlFm6prTSzFHTurg	4	42902.99445601852	JRVZG46DixeBx6VtFEUJzg	0	Sentiment(polarity=0.22333333333333333, subjectivity=0.42625)	0.011111111111111112	0.011111111111111112
2612	0	0	pu__bZ6jno8Rsz5FgeiJjQ	first time trying this place since moving from california came friday night wait hour mins little disappointed since first time there decided stick long wait while were waiting they brought samples cheese pizza which were fresh oven super yummy after being there mins they down wanted everything since first time there ordered garlic cheese bread wings antipasto salad italian wedding soup chicken pizza margharita pizza everything ordered soooo good salad refreshing garlic cheese bread delicious pizza cooked perfect thin crust tasty finished this meal with cookie pizza better then famous pazookie from this place excellent back probaly order take weekend night	dUffgo9Lh_Vk9TLuFR5ywg	dUffgo9Lh_Vk9TLuFR5ywg	5	41706.28729166667	bFJ8T97ddqKLcmiNy7ocow	0	Sentiment(polarity=0.2220138888888889, subjectivity=0.6002777777777777)	0.0	0.022222222222222223
5329	1	1	MugX0cEgHtq-eyhBjziiqA	they disappoint asked little unique spin traditional pasta sooo fresh tasty great authentic italian grocer restaurant middle town definitely stop fresh pasta pizza sandwiches	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	43382.76596064815	2v38YzoFeOjeRy4O92d2tw	1	Sentiment(polarity=0.20875, subjectivity=0.525)	0.022222222222222223	0.14444444444444443
4623	0	0	BTpwgMe1fFJjyqsshAs_zA	have been wanting find good italian place around town decided time drop into pizza heaven started with bone wings agave sauce wings were sauced nicely husband ordered milder version think agave would have just right flavor wings were perfect crisp very tasty overall ordered spinach chicken alfredo which served with huge pieces foccacia super picky especially when comes cream sauces this best alfredo sauces have ever white meat chicken fresh spinach surprisingly light being cream based sauce couldnt enough husband built pizza with hand tossed crust marinara sauce pepperoni sausage throughout jalapenos half crust perfect toppings very flavorful service experience strange some recommendations food will bring back more they offered drink specials looked offer pizza slice other lunch specials during just found italian place central phoenix	7eQoxWr9RzyCB9IFvqHUPA	7eQoxWr9RzyCB9IFvqHUPA	4	42920.138078703705	gOYgSEbE-Z7cqGsgGW3LBg	1	Sentiment(polarity=0.2084215167548501, subjectivity=0.48373015873015873)	0.0	0.05555555555555555
2119	2	5	qvNfNjqkjkHxmMLrdf9ddw	have been craving pizza awhile friends finally decided defalcos their italian food right choice quick rather confused terms order first because grocery store restaurant same time unlike others they have tables chairs between aisles there isnt really clear separation between grocery store restaurant itself once enter just ahead stand line order then find table afterwards think getting sandwich from safeway ordered purista since almost everyone yelp recommended there variety bread choose from like marble sour dough wheat ordered crispy baguette along with sandwich very fresh mozzarella cheese very spongy good proud myself getting other friends ordered calzone pizza margherita didnt calzone because looked huge stuffed with cheese just like pizza folded half knew going sick that thank however pizza phenomenal friend says order know italian restaurant really good always order most basic margherita test didnt disappoint basil leaves were super fresh great	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	42489.75378472222	DBWi8k3INAzg93Y5HuvhJA	1	Sentiment(polarity=0.2014571428571429, subjectivity=0.4867142857142857)	0.011111111111111112	0.14444444444444443
1749	0	0	Zyup_tRymlKokx7ESmiOzg	before spot always check yelp honestly surprised good food rating grazie here went sunday were seated promptly that nice since brought month atmosphere cozy warm feels like place where would want celebrate enjoy bottle wine they even cute patio server polite offered taste bottle wine before decided overall attentive enough needs with being overbearing service prompt even though ordered dinner same time were given enough time between feel rushed that where experience turned ordered bruschette miste overall were disappointed with quality portion good italian sausage cheese overly spicy pesto flavor less white bean tomato only diced tomato drenched them balsamic waited dinner dinner dame ednaa pizza melanzane parmigiana eggplant share were pleased with pizza fair amount prosciutto arugula piled looked beautiful tasted good flavors were bold still complimented each other very well eggplant parmigiana sadly very different story presentation again very nice flavors were there eggplant totally overshadowed breading which heavy thick sauce good flavor somewhat sparse leaving whole dish unappealing dessert calzone this yummy came warm nutella banana delish combination regular size plenty share between people even though there bite left plate this highlight meal something could recreate somewhat easily home overall there were bright spots meal pizza desert were both yummy think going trying somewhere different next time mood italian pizza	jG1jcAeDw0pZTHCNC5kw_w	jG1jcAeDw0pZTHCNC5kw_w	2	40049.52892361111	7XsdyfHaVsk0SHL80dXIqA	0	Sentiment(polarity=0.198953488372093, subjectivity=0.5243858079904592)	0.0	0.08888888888888889
6013	0	2	i14bWdQwMQNY_aIWnpWx4A	great patio their patio will have amazing ordered italian cheese pizza looked tasted like digiorno actually digiorno better hate digiorno	yUkOP3Tmdp1pWA7p3zHboQ	yUkOP3Tmdp1pWA7p3zHboQ	1	42082.85502314815	l4u_QOlSCErpHYu6JInpRw	0	Sentiment(polarity=0.18333333333333335, subjectivity=0.525)	0.011111111111111112	0.011111111111111112
7432	0	0	FEETl45wAcKV3lRntS_L9A	small little pizza spot with decent variety italian dishes great quality food only tables inside there limited seating quality food delicious	VRC7J-ahI4em9ddhihxq5w	VRC7J-ahI4em9ddhihxq5w	5	43001.16645833333	RHgrusHdZLWearqiDu47EQ	0	Sentiment(polarity=0.1822172619047619, subjectivity=0.5574404761904761)	0.03333333333333333	0.05555555555555555
4225	0	0	C4WfC9AtF9IldFhW1lkReg	have been eating marios pizza past years takes care catering when have party house love their yummy italian dishesmy eggplant parm have used mario catering several times same great taste every time	EgwGTDZ705TwudPJwAY0yQ	EgwGTDZ705TwudPJwAY0yQ	4	42613.82334490741	bmoBfaLMHsnQJZkJipUvvw	0	Sentiment(polarity=0.17500000000000002, subjectivity=0.28750000000000003)	0.011111111111111112	0.03333333333333333
475	0	1	0vhtxjIciGQ6NMgfJiEJAg	first experience defalcos great visited with coworkers shared giant delicious pizza salad some pasta were absolutely impressed with atmosphere food rolled ourselves building with boxes second experience definitely opposite first took fiance surprise birthday when arrived employee took order which repeat times ordered cheese lasagne cappucino fiances italian sandwich with olives coors bottle cookie asked that cookie drinks brought down waited food always takes while come which fine atmosphere incredible everyone relaxed after about half hour food came still drinks food came fiances food missing olives drinks were still missing food wrong well dessert fiance went talk employees came back extremely upset asked about drink cookie been blown employees multiple times including them asking other wanted iced cappuccino initial employee responding whatever just make that lack customer service infuriated fiance eventually drinks showed table still cookie ordered about minutes later initial employee that taken order showed delivered cookie family table next with adorable children were delighted surprise they said thank much what surprise tried flag down ignored walked away after finished dinner walked asked same employee could then have cookie ordered looked confused shrugged asked another employee help only kind employee help entire night then this employee seemed pick crappy attitude service most team giving remaining guests wonderful just kind with smile offered cookie love some italian cookies even because late really dont need that much sugar going late night concert then cookie with remainder cappuccino gave dishes very sweet busser also great attitude only building left extremely disappointed because after living italy year rare find such establishment with store great food with lovely atmosphere after such crappy service treatment fiance trying correct order will likely return	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	2	43299.14021990741	4gPnK4Q74fqPQ7p2eIt2wg	0	Sentiment(polarity=0.17396090534979425, subjectivity=0.4931687242798354)	0.011111111111111112	0.14444444444444443
3142	0	0	65QCuYsD-yvHJ4t0b6R4gQ	grazie grazie family decided last minute some great pizza pomo unfortunately recent press they received caused influx patrons looking same great pizza were wait longer than cared deal with since were starved decided grazie based some fairly decent reviews similar pizza style they claim prepare when arrived first thought this appears well together restaurant cool building neat colors town scottsdale location were greeted tween girl most ridiculously short shorts borderline disturbing were seated table that they readied when called ahead surprise table wasnt ready when were seated because covered flour told that wipe down since thats where they were rolling dough really table restaurant anyway felt good about cleanliness table since throughout dinner rest evening bleach smell stayed with seating arrangement quite awkward because table directly next being used tween workers area store their purses iphones silverware they needed wrap every minutes they would down next chat text isnt there work customers tend something tidy suggest employee lounge wife ordered couple cocktails wine birra both were nice ordered appetizer share caprese salad waitress delivered salad mentioned asked chef additional piece tomato mozzarella basil that wife daughter could each have slices very nice unfortunately caprese salad mediocre best presentation sloppy bottom plate puddled olive cracked pepper kinda just over placejust looked messy quality mozzarella salad dense went local grocery store bought slab mozzarella cheese ordered pizzas margherita capricciosa they arrived promptly looked good crust great both pies light airy with nice chew margherita very simple good great could have used more freshly chopped basil right oven small flower basil cooked burnt center really wanted capricciosa great wasnt been known complain when pizza toppings shorted especially topping prices some pizza restaurants charge however this exact opposite capricciosa much terms volume topping specifically kalamata olives they overpowered more delicate flavors from artichokes italian artichokes were hard small enough delicate just quite hefty price what would think simple dinner much beers glasses wine pizzas salad incd decided against desert went sugar bowl yumm	jG1jcAeDw0pZTHCNC5kw_w	jG1jcAeDw0pZTHCNC5kw_w	2	40389.77609953703	o4BUpSF7sjeet7QSbdZ78g	0	Sentiment(polarity=0.17255243764172337, subjectivity=0.5056831065759637)	-0.011111111111111112	0.08888888888888889
9151	4	3	uOya80bppIemWXmBvAbCSA	this place classic east coast italian with parking rear unmarked back door entrance included definitely down hole wall type place with musty smell decor sure hasnt ever changed decades this place existed five came saturday night whim something different from usual haunts this place different area where several were showing cards preseason game muted sound music there were other parties area average approx fortunately none them really problem with obnoxious drunkenness sure many people were dining room portion restaurant suffice place from empty which always good sign there only bartender waitress working area though were more than patient amiable still very flustered with duties were drunk didnt care food ordered eggplant rollatini mozz sticks start pizza manicotti chicken parm fettuccine alfredo everything pretty good huge portioned relatively cheap traditional italian american food really spot marinara sauce incredible manicotti bursting with ricotta pizza good chicken parm standard spaghetti cooked perfectly dente fettuccine probably loser group meal course good creamy hoped this exactly type experience expected went looking honestly have feeling well back	Zv77o3aDuNDY0t3fCU2ebQ	Zv77o3aDuNDY0t3fCU2ebQ	3	40065.059953703705	Yc3g0KMp3991QIC4Ot1fxQ	3	Sentiment(polarity=0.1710978835978836, subjectivity=0.5061507936507935)	-0.011111111111111112	-0.011111111111111112
3686	0	0	za6hCjidGB-ElL2Q1m7lIA	yummy quality simplicity what make great italian food they have those important factors down their sandwiches delicious meats they have city favorite sandwiches capacollo hard salami provolone their outrageously wonderful white italian roll usually wheat make exception here worth they also great italian grocer your italian fresh pasta pizza dough wine italian goods prices reasonable wont disappointed this truly little italian desert very casual delicious highly recommend defalcos wait wait sometimes long worth hurry call ahead	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	4	41076.24012731481	h-YddB7Yl-AnY3TnTmC3wg	0	Sentiment(polarity=0.17020299145299145, subjectivity=0.4642521367521367)	-0.011111111111111112	0.14444444444444443
5793	2	3	Sug1vMi6o-BaE0zleqehwQ	first oreganos tried during prior week place packed minute wait less wait this friday made decor super cluttered funky look lots odds ends mostly vintage with posters photographs most fascinated wire spring with large christmas lights looming overhead serving unconventional lighting whoever came with this truly creative ordered cheese pizza thin crust side meatballs with marinara sauce cheese hallmark good italian place good meatball their eggplant parmigiana they make these well including good marinara good place meatballs came first they were delicious they were hard soft like bears they were just right herb combination excellent italian restaurants tend much oregano they marinara good sweet acidic much oregano happy disappointment came with thin pizza which took thin another level thin from york pizza snob perspective love thin pizza this thin almost like pita bread crust that thin pizza plenty cheese problem there waiter jesus asked wanted more cheese which turned down wanted dessert such tiramisu disappointed find that only dessert pizza sundae sorts suggested waiter that some italian desserts might good idea italian themed restaurant promised pass suggestion corporate their prices fair because this there were many families with children lots children lots noise lots children fussing crying dont mind noise like your pizza super thin this place	_ZwDLtBopUHb6F2mIPFUJg	_ZwDLtBopUHb6F2mIPFUJg	3	42763.25246527778	ahwwAXJ_qwGmuRjTOHHMWg	3	Sentiment(polarity=0.163599537037037, subjectivity=0.5502397486772488)	0.022222222222222223	0.022222222222222223
